College_ID,Academic Program Name,Quota,Special Quota,Seat Type,Gender,Round,Opening Rank,Closing Rank
55,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,8633,10793
55,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6506,6730
55,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,8537,9017
55,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,1998,2374
55,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,3068,3851
55,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,4154,4485
55,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,5441,6009
55,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,2988,3451
55,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,4620,5259
55,"Food Technology (5 Years, Integrated Master of Science)",AI,,EWS,Gender-Neutral,1,7622,7817
55,"Food Technology (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,1,10926,10926
55,"Mathematics and Computing (5 Years, Integrated Master of Science)",AI,,EWS,Gender-Neutral,1,4450,4574
55,"Mathematics and Computing (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,1,10012,10704
55,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5383,5891
55,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,6950,8160
55,"Physics (5 Years, Integrated Master of Science)",AI,,EWS,Gender-Neutral,1,7608,7608
55,"Physics (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,1,12480,12806
55,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6977,7341
55,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,10640,11700
55,"Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,,EWS,Gender-Neutral,1,5960,6081
55,"Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,1,11620,11620
86,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7194,8112
86,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7587,8845
86,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8379,8862
86,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9434,9961
87,"Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9982,10045
88,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7996,8197
88,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6851,7561
88,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7531,7741
89,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9538,10021
89,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9005,9448
89,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6391,6883
89,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7491,8241
89,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,10039,10397
89,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7418,8020
89,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9110,9405
90,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5775,6315
90,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6949,7133
91,"Electronics System Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7248,7890
92,"Computer Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5447,6269
92,"Computer Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),1,6906,6906
92,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8093,8893
92,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),1,8846,9205
92,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9028,9119
92,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),1,9374,10271
92,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9183,9422
92,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),1,9486,9486
56,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9027,9244
56,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5991,6690
56,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7998,8887
56,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6643,6928
56,"Food Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9939,10189
56,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9165,9860
56,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9323,9682
93,"Architecture (5 Years, Bachelor of Architecture)",AI,,EWS,Gender-Neutral,1,224,255
93,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9285,9308
93,"Computer Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7193,7228
93,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8906,8944
93,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8367,8766
93,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6603,7235
94,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9172,9458
94,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6452,6471
94,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8510,8510
94,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8203,8216
94,"Food Engineering and Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,10259,10424
94,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8446,8655
95,"Architecture (5 Years, Bachelor of Architecture)",AI,,EWS,Gender-Neutral,1,47,142
95,"Planning (4 Years, Bachelor of Planning)",AI,,EWS,Gender-Neutral,1,93,134
96,"Architecture (5 Years, Bachelor of Architecture)",AI,,EWS,Gender-Neutral,1,40,108
96,"Planning (4 Years, Bachelor of Planning)",AI,,EWS,Gender-Neutral,1,64,83
97,"Architecture (5 Years, Bachelor of Architecture)",AI,,EWS,Gender-Neutral,1,59,150
97,"Planning (4 Years, Bachelor of Planning)",AI,,EWS,Gender-Neutral,1,94,139
98,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,1,3244,3574
57,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,15086,19015
57,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,4541,4580
57,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,18088,49551
57,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,6687,7008
57,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,5201,10011
57,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,1402,1733
57,"Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",HS,,EWS,Gender-Neutral,1,6203,10429
57,"Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",OS,,EWS,Gender-Neutral,1,1928,1997
57,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,16009,18434
57,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,3889,4489
57,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,10774,13468
57,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,2530,2741
57,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,18987,24795
57,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,5183,5769
57,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,26545,56043
57,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,7261,7310
57,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,25076,71477
57,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,7225,7360
99,"Computer Science & Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,,EWS,Gender-Neutral,1,3214,3871
99,"Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,,EWS,Gender-Neutral,1,4114,4564
100,"Computer Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,3961,4062
100,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,2906,3189
100,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5160,5458
100,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,4907,5155
100,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,3732,3960
101,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,4743,4743
58,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6925,6925
58,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8482,8858
58,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),1,9537,9537
58,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5696,5953
58,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,31387,31387
58,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6439,6931
58,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5420,5420
58,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6257,6257
58,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7684,8451
58,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7071,7484
102,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,19160,25498
102,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,7739,8928
102,"Food Technology (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,25682,26571
102,"Food Technology (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,9754,10125
102,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,1,19231,20399
102,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,1,9045,9195
103,"Bio Medical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8868,8901
103,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5382,5629
103,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,5958,6378
104,"Food Technology and Management (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9573,10100
105,"Food Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8786,9260
106,"Agricultural Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,10147,10147
106,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7485,7485
106,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,6467,7029
106,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7675,7675
106,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7088,7088
106,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8917,8917
107,"Handloom and Textile Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,10050,10354
108,"Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",AI,,EWS,Gender-Neutral,1,7017,7507
108,"Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",AI,,EWS,Gender-Neutral,1,6398,7307
109,"Chemical Engineering (5 Years, Integrated Masters in Technology)",AI,,EWS,Gender-Neutral,1,6826,7345
109,"Chemical Engineering (5 Years, Integrated Masters in Technology)",HS,,EWS,Gender-Neutral,1,8907,11830
110,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,9621,9770
110,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8608,8664
110,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7874,8885
110,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8053,8194
111,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7648,7904
111,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,7530,8309
111,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8355,8673
111,"Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,1,8514,8685
1,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1694,1901
1,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,3159,3159
1,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,1982,1982
1,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,3402,3402
1,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,2011,2011
1,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,2050,2050
1,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,309,351
1,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,550,550
1,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,459,459
1,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,1184,1184
1,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,827,1119
1,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1253,1253
1,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,614,662
1,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,959,959
1,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1140,1404
1,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2536,2536
1,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,1684,1684
1,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,1756,1756
1,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,1492,1724
1,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,2019,2019
1,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,3442,3442
1,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,2100,2100
2,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,236,496
2,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1220,1325
2,"BS in Mathematics (4 Years, Bachelor of Science)",AI,,EWS,Gender-Neutral,2,372,564
2,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,337,441
2,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,934,1145
2,"Chemistry (4 Years, Bachelor of Science)",AI,,EWS,Gender-Neutral,2,1103,1269
2,"Chemistry (4 Years, Bachelor of Science)",AI,,EWS,Female-only (including Supernumerary),2,1968,1968
2,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,457,693
2,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1370,1628
2,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,5,18
2,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,48,57
2,"Economics (4 Years, Bachelor of Science)",AI,,EWS,Gender-Neutral,2,377,437
2,"Economics (4 Years, Bachelor of Science)",AI,,EWS,Female-only (including Supernumerary),2,674,674
2,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,64,114
2,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,155,203
2,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,117,228
2,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,273,445
2,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,582,651
2,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1825,1825
2,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,190,649
2,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1187,1187
2,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,854,1001
2,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,1928,1928
2,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,175,315
2,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,556,958
2,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,410,411
2,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,572,793
2,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1471,1710
3,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,2155,2162
3,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,3573,3573
3,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1650,1848
3,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,3000,3000
3,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,312,419
3,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,857,857
3,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,466,521
3,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1087,1087
3,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,870,1099
3,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2034,2034
3,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1865,1877
3,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,3188,3188
3,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1235,1501
3,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2863,2863
4,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,850,894
4,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2308,2475
4,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,401,490
4,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,957,1007
4,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,511,831
4,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,1855,1855
4,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,522,713
4,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1634,1805
4,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,19,28
4,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,81,87
4,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,39,59
4,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Female-only (including Supernumerary),2,131,131
4,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,122,153
4,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,307,371
4,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,162,215
4,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,541,541
4,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,488,573
4,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1946,1946
4,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,230,289
4,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,956,956
4,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,498,741
4,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1935,1935
4,"Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,810,855
4,"Materials Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2132,2132
4,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,62,85
4,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,167,169
4,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,EWS,Gender-Neutral,2,109,115
4,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,247,379
4,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1058,1147
4,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,542,764
4,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2306,2688
4,"Textile Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,910,1016
4,"Textile Technology (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2313,2677
59,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1317,1528
59,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2729,2729
59,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,126,158
59,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,324,380
59,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,480,571
59,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,1084,1096
59,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,943,1216
59,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,2310,2497
59,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,1618,1786
59,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),2,3127,3127
5,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,2,853,961
