College_ID,Academic Program Name,Quota,Special Quota,Seat Type,Gender,Round,Opening Rank,Closing Rank
32,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,4034,4034
32,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,2110,2570
32,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,4737,4737
32,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,5181,5874
32,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,6184,6184
32,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,3847,4448
32,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,5529,5529
32,"Physics (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,6,8171,8171
32,"Physics (5 Years, Integrated Master of Science)",OS,,EWS,Gender-Neutral,6,6435,6435
33,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,6446,7803
33,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,7276,7276
33,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,5090,5342
33,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,6358,6358
33,"Chemistry (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,6,17542,18982
33,"Chemistry (5 Years, Integrated Master of Science)",OS,,EWS,Gender-Neutral,6,8765,8981
33,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,8804,9800
33,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,22518,22518
33,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,6075,6236
33,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,7951,7951
33,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,1171,1338
33,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,4872,4872
33,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,857,931
33,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,1444,1444
33,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,4209,4894
33,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,6235,6235
33,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,2938,3193
33,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,3971,3971
33,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,2602,3081
33,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,5427,6037
33,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,1955,2117
33,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,2866,3147
33,"Mathematics (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,6,12539,13648
33,"Mathematics (5 Years, Integrated Master of Science)",OS,,EWS,Gender-Neutral,6,7890,8284
33,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,5431,7618
33,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,14750,18999
33,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,4454,4641
33,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,7317,7357
33,"Physics (5 Years, Integrated Master of Science)",HS,,EWS,Gender-Neutral,6,15222,18943
33,"Physics (5 Years, Integrated Master of Science)",OS,,EWS,Gender-Neutral,6,7371,7950
34,"Architecture (5 Years, Bachelor of Architecture)",HS,,EWS,Gender-Neutral,6,204,233
34,"Architecture (5 Years, Bachelor of Architecture)",HS,,EWS,Female-only (including Supernumerary),6,87,87
34,"Architecture (5 Years, Bachelor of Architecture)",OS,,EWS,Gender-Neutral,6,178,326
34,"Architecture (5 Years, Bachelor of Architecture)",OS,,EWS,Female-only (including Supernumerary),6,273,273
34,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,5182,5424
34,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,6033,6033
34,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,4678,5096
34,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,6611,6611
34,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,6490,6686
34,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,7933,7933
34,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,5653,5718
34,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,7316,7322
34,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,851,1005
34,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,1644,1644
34,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,746,815
34,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,1203,1203
34,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,2434,2750
34,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,5753,5753
34,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,2429,2551
34,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,3338,3338
34,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,1601,1866
34,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,2266,2266
34,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,1578,1637
34,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,1661,1661
34,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,3896,4374
34,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,6123,6123
34,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,3410,3706
34,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,5671,5671
34,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,7012,7294
34,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,9597,9855
34,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,6332,6639
34,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,8180,8180
34,"Mining Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,7472,7502
34,"Mining Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,6885,7023
35,"Bio Technology (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,8850,8850
35,"Bio Technology (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,8563,8563
35,"Bio Technology (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,10022,10022
35,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,7921,7921
35,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,7748,7748
35,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7527,7527
35,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,7745,8327
35,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,7746,7746
35,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7595,7710
35,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,9498,9498
35,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,2196,2511
35,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,2327,2896
35,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,2543,2745
35,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,3361,3531
35,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,4973,5448
35,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,5534,5534
35,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,5306,5538
35,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,6540,6540
35,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,3340,3658
35,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,3655,4125
35,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,4327,4739
35,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,5412,6488
35,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,6756,7103
35,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,7186,7186
35,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,6628,7026
35,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,8487,8487
35,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,8684,8684
35,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,9227,9227
35,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7660,7660
77,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,8035,8035
77,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,4170,4415
77,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,5764,5764
77,"Architecture (5 Years, Bachelor of Architecture)",HS,,EWS,Gender-Neutral,6,574,574
77,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,8945,11312
77,"Civil Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,23167,23167
77,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7160,7284
77,"Civil Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,9385,9385
77,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,3198,4826
77,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,3802,3802
77,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,1697,1766
77,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,4091,4091
77,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,5978,7387
77,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,10937,10937
77,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,4233,4458
77,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,5499,5499
77,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,5493,5791
77,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,10340,10340
77,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,3064,3154
77,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,4605,4605
77,"Information Technology (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,4866,5186
77,"Information Technology (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,10065,10065
77,"Information Technology (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,2219,2375
77,"Information Technology (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,4596,4596
77,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,7579,8068
77,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,13628,13628
77,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,5355,5863
77,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Female-only (including Supernumerary),6,7772,7772
77,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,10209,10209
77,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Female-only (including Supernumerary),6,15135,15135
77,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7399,7460
77,"Mining Engineering (4 Years, Bachelor of Technology)",HS,,EWS,Gender-Neutral,6,11719,12446
77,"Mining Engineering (4 Years, Bachelor of Technology)",OS,,EWS,Gender-Neutral,6,7701,7961
36,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,935,1093
36,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,2065,2065
36,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,,EWS,Gender-Neutral,6,1567,1776
36,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,,EWS,Female-only (including Supernumerary),6,3015,3491
36,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,,EWS,Gender-Neutral,6,1977,2328
36,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,,EWS,Female-only (including Supernumerary),6,4639,4639
37,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2887,3299
37,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3856,4362
78,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2885,2988
78,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4652,4652
78,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4422,4501
79,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4922,5565
79,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5979,6418
38,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2813,3156
38,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3250,3489
39,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3805,4290
39,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5357,5667
39,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4459,4613
40,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3716,4360
40,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5417,5757
41,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2834,3173
41,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3698,4192
41,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3236,3377
41,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4527,4527
42,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1295,1574
42,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,2337,2872
42,"Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1396,1624
42,"Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,2416,2416
42,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,660,852
42,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,1305,1813
42,"Information Technology (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,736,904
42,"Information Technology (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,1846,1846
42,"Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,825,874
42,"Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,1869,1869
43,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2319,2669
43,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3607,3725
43,"Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2709,2839
43,"Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3829,3829
43,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3749,4127
43,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4389,5711
43,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,7087,7245
43,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,8049,8579
43,"Smart Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,7662,8034
43,"Smart Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,9461,9461
44,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1868,2192
44,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3004,3240
44,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2998,3344
44,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4668,4976
44,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6292,6644
44,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,8007,8007
44,"Smart Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6918,7841
44,"Smart Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,8548,8548
80,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6381,6755
80,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6740,6752
80,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6350,6564
80,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,7442,8114
80,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,8185,8927
80,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,7667,8202
45,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3694,4041
45,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4723,5370
45,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5252,5691
45,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6549,6691
81,"Computer Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1115,1521
81,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1163,1315
81,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,1900,1900
81,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1586,1690
81,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3211,3211
81,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,1523,1598
81,"Information Technology (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,2124,2124
46,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4540,5124
46,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5213,5633
46,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5855,6153
82,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5164,5629
82,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,5804,5804
82,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4878,5257
82,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6270,6621
82,"Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6048,6245
82,"Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6855,6855
82,"Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,8372,8533
82,"Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,9578,9578
47,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4603,5210
47,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,5437,6593
47,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4644,5075
47,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,5495,5495
47,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5223,5361
47,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6792,6792
47,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5598,6061
47,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6736,6736
48,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4627,5084
48,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",AI,,EWS,Gender-Neutral,6,4473,4561
48,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5798,6144
48,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",AI,,EWS,Gender-Neutral,6,5557,5785
49,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3493,4084
49,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3677,4279
49,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4085,4355
49,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,4358,4493
49,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5170,5727
49,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5197,5756
50,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,2232,2579
50,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,3424,4001
50,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,3393,3466
50,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,4607,4607
83,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,5276,5592
83,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Female-only (including Supernumerary),6,6125,6636
83,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,EWS,Gender-Neutral,6,6065,6413
